tweet_id	var	text	topic	fuck	ass	cunt	wtf	lmfao	shit	cock	n_id
153905433668028e4	au	@demoleona The Max Stirner ID was created so that Engels could keep fucking Marx	military	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10
1539054549750927400	au	@SaintFrankly nobody gives a shit about the flag mate we aren't bloody yanks	other	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10
1539054587390283800	au	"@elonmusk Oh Shit!!
They Allowed YOU to Breed!?!
I forgot about that!!
So we have generations of MUSK A-Holes to deal with??
Do you use FIRE during SEX too?!?
#TeslaFlameMobile https://t.co/uMNTRpnWm3"	family	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10
1539055090752946200	au	@thecanonjunkie Also goes for pods with rainbow icons who are completely silent on this shit too. We see youuuu	tech	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539055591636992e3	au	Swimming isn't a sport anyway, it's a life skill. To hell with swimming as a sport. Don't buy tickets to the Olympics, don't watch the Pan-Pacs, don't watch World Championships, wasn't watching the Olympic Qualifiers Presented By Gina Fucking Rinehart anyway.	sports	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539055787493929e3	au	@stebedonnet @gaypiratelvr @ofmdframes I really need to re-watch this one, they're so fucking cute together!	immigration	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539056109930967e3	au	@katethekhemist Do you know what you need? Some Lego! Build your mental health back to a good state. I was building something yesterday... 4 hours later... shit I'm still building. Happy days!	education	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	7
1539056217523474400	au	"@Zett_Jukassa @forcefriendspod You and me both. I was an fan of Ezra back when people hated him.

Honestly same with Ashoka. I remember watching that Clone War movie in theater and hating it. But I loved Ashoka. Thought she was a bad ass. If only my 8yo.self could have known. Hahaha"	media	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539056363204096e3	au	"@DopedByMurdoch @GailCoastie @bonkerseh @JacdenHouting @AllanSeymour1 @Qantas @LinguisticAut @SatPaper out here in the WD the only newsagent between Hamilton & the SA border is 30 kms away at Casterton. They keep @SatPaper too, to their absolute credit.
Drive from there to Penola some time & see how lovely the WD is. Black #cockatoos at Lake Mundi if you're lucky."	sports	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	8
1539056502924640300	au	@MartinRedmonddd Ok if your at the strip club, do that shit all over me, but when I take the kids out that's the last thing they need to see	climate	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539056705950167e3	au	@rick_mathot @KiriMorning @ShinywishTwitch @KottonKandiiTTV @amandasmyth822 Vanilla Coke fucking slapssssss	climate	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10
1539057142103044e3	au	@libsoftiktok why are principals/heads of schools not stopping this shit?	education	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	8
1539059058510286800	au	@OurNewHomecoach I dunno. Intelligence levels are somewhat inherited. I get more irate with reasonably intelligent people making shit decisions than the less intelligent. E.g., Howard vs. Hanson.	education	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539059463759577e3	au	@ryugoropilled @extradeadjcb If you asked DALL-E for “ass cancer but it’s a cartoon” you’d get this style.	media	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	5
1539059582630252500	au	"@DanielBGreene HBO has an issue with making great shows... Only to fuck up their ending. True blood. GoT. Spartacus. Etc.

Hulu I don't think I've seen 1 OC.
Prime has the Boys and Invincible, both are still new, but great.
Netflix has the most, and most are bust. And they cancel a lot of good."	media	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539059873849036800	au	@CraigHill01 @Your_Avg_Punter Very strange behaviour from someone who could help to make a difference by helping to solve problems instead of creating division. On the cusp of great things and standing in a puddle of his own shite.	education	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10
1539059951074689e3	au	@DanielBGreene But I'll go for Netflix. From Castlevania, Arcane, ST, RussianDoll, the OA, Black Mirrors. I hate Netflix business model, but I won't deny. Making 1000 new shit each year, odds are 1 or 2 would stick. Lol	media	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	7
1539060142053871600	au	Bruh my post on the SG Wallpapers almost has as many like as my post on the Sona VFX wtf	tech	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	6
1539061016545624e3	au	@blossom19_20 Your ass looks very inviting but I might park my hot wheels and use my 👅	wishes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539061700015423500	au	@Neil1808 @BoneJeni @LennaLeprena Oh my fucking lord !	immigration	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8
1539061980694483e3	au	"@40dargus @RageSheen Pretty sure that's the ""oops"" and ""fuck"" stages."	immigration	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9
1539062060495302700	au	Tim Smith is s fucking loser. https://t.co/GLBmTkZLyA	sports	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9
1539062587471429600	au	@Steveo19622 @Tj_inparadise @DrNadolsky What a load of shit.	tech	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	7
1539063472712888300	au	So I just got an email stating the NDIS is going to review their review. WTF?!?!	tech	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	8
1539064444168200200	au	@paultguitarist So that's a double fuck you to Adele, noted.😂	media	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8
1539064964018630700	au	@freshcutmark Or a picture of a shit drawing	tech	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539065111385497600	au	LMFAOOOOOOOOOO https://t.co/BIdDdMUmSE	immigration	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10
1539065195624013800	au	BEYONCÉ THIS IS A FUCKING BOP! #BreakMySoul https://t.co/KHx2PrKFZp	media	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9
1539065736756613e3	au	Well that was an absolute pile of shit. Tarantino well and truly peaked back with Pulp Fiction.	media	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10
1539066000724861e3	au	Some Northeastern guys sitting in front of me at the Sox game started chanting “fuck BU” and then “fuck BC”, so ofc I joined the “fuck BC” chant and they were so embarrassed when I told them I go to BU 💀💀💀	sports	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10
1539070096135495700	au	@TFailanx No, they were modified to function like an assault weapon yet meet a legal definition. Like I said, I actually read, watch and listen to what 2a activists post.  All your posts are read and watched by EVERYONE with access to social media. You're the dumb fuck for forgetting that.	tech	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10
1539071855579271200	au	@ladytronfanclub Love x Offender, great kick ass track. That's what I liked about Blondie. They didn't just copy their last album...https://t.co/XgEpXxPLrU	wishes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539077168801644500	au	@AwlivVT is this fuckin KANEKI	wishes	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8
1539085526044917800	au	@PaulLee60026167 @DoggBurn ALBO IS also as dumb as dogshit only much x much x much dumber 🐕	wishes	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539111106068758500	au	@SolBloody_Talon @normacdave @WrestlingCovers @AJStylesOrg @RealRobertRoode @IMPACTWRESTLING @WWE @njpwglobal I'll take that as a too fucking sweet compliment #Barettokurebu	wishes	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10
